iso,entity_type,name,country,region,area,lat,lng,population,population_year,baseline_year,baseline_emissions,raw_net_zero_commitment,ghg_reduction_target,target_year,percent_reduction,initiatives_committed,net_zero_target_status,econ_wide_net_zero,pop_density,emis_per_capita,coordinator_name,support_type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DNK,City,Albertslund,Denmark,Europe,NA,55.6586018,12.3562849,27880,NA,2006,233098.945,"The Climate Plan’s three overall objectives are:
<U+25CA> To launch activities reducing CO2 emissions in the entire municipality.
<U+25CA> To formulate visions for future areas for effort and visualise key climate challenges.
<U+25CA> To support developments towards Albertslund as a sustainable city.

CO2 targets 2015 – in four areas for effort:
To focus our work and see how far we are from the objectives the CO2 reductions are broken down on four areas for effort in the Climate Plan:
<U+25CA> Local authority – Reduction of 5,000 tonnes of CO2.
<U+25CA> Housing – Reduction of 18,000 tonnes of CO2.
<U+25CA> Business community - Reduction of 21,000 tonnes of CO2.
<U+25CA> Transport - Reduction of 8,000 tonnes of CO2.
",100% below 2006 levels by Long term,Long term,100,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,"1,2,4",1,NA,8.360794297,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,City,"Ann Arbor, MI",United States of America,North America,74.33,42.28138889,-83.74833333,1177700,2017,2000,NA,2050: reduce GHGs 90% from 2000 levels,NA,2050,90,Carbonn2019;GlobalCovenantofMayors2019;CDPCities2018;ClimateMayors;WeAreStillIn2019;WeAreStillIn2019;NAZCA,"1,4",1,15844.20826,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITA,City,Arzana,Italy,Europe,162.49,39.91666667,9.533333333,2526,2017,2008,3660.328356,"The assessment of CO2 emissions associated with the processing and usage of energy highlights several important data. Electricity is the energy carrier principally responsible for the CO2 generation and it corresponds with the 76.7% of the total amount. It is followed by fossil fuels, used mainly for heating and mobility, generating the 23.33% of CO2 released.The activity of the involvement of citizens and stakeholders in the development and subsequent implementation of the Action Plan for Sustainable Energy is a key element.The strategy established by the municipalities of Arzana and Elini imposes a direct action aimed at reducing their energy consumption and at the same time an increasing the production of energy from renewable sources. In addition, the government intends to act as a promoter and controller of the energy efficiency on the private estate of its territory.The municipalities are intended to reach the minimum reduction of CO2 emissions by 2020 and possibly to overcome it by implementation of a series of specific actions.The vision of governments of Arzana and Elini is to pursue a sustainable way of life, by making the best use of the local energy resources. This approach will contribute in an important reduction of pollutions.The same sustainable concept is to be adopted by citizens and local enterprises in order to promote their participation in the reduction of the energy consumption and increase the energy efficiency.",100% below 2008 levels by 2020,2020,100,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,"1,2,4",1,15.54557204,1.449061107,Region of Sardinia,Coordinator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,City,"Asheville, NC",United States of America,North America,117.326547,35.5951,-82.5515,89121,2016,2002,NA,80% below 2002 GHG levels by 2050,NA,2050,80,CDPCities2018;ClimateMayors;Carbonn2019;WeAreStillIn2019;NAZCA,"1,4",1,759.5979109,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,City,"Aspen, CO",United States of America,North America,10.0491612,39.195,-106.8369444,8427,2010,2004,NA,30% by 2010 and 80% by 2050 below 2004 GHG baseline,NA,2050,80,WeAreStillIn2019;ClimateMayors;WeAreStillIn2019;Carbonn2019;GlobalCovenantofMayors2019;NAZCA,"1,4",1,838.5774526,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,City,"Aspen, CO",United States of America,North America,10.0491612,39.195,-106.8369444,8427,2010,NA,NA,100% renewable utility by 2015 – achieved,NA,2015,100,WeAreStillIn2019;ClimateMayors;WeAreStillIn2019;Carbonn2019;GlobalCovenantofMayors2019;NAZCA,"1,4",1,838.5774526,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,City,"Atlanta, GA",United States of America,North America,5084.15037,33.7490987,-84.3901848,450182,2017,2009,NA,"20% by 2020, 40% by 2030, and 100% by 2035, below 2009 GHG baseline",NA,2035,100,GlobalCovenantofMayors2019;ClimateMayors;WeAreStillIn2019;CDPCities2018;WeAreStillIn2019;Under2Coalition2019;Carbonn2019;NAZCA,"1,4",1,88.54616155,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,City,"Austin, TX",United States of America,North America,704,30.26666667,-97.73333333,1265974,2017,2010,14500000,Yes - 2 °C; Our target is net-zero emissions by 2050 and it allows for up to 10% of the baseline emissions (1.45MMT CO2e) to be mitigated by the purchase of carbon offsets,NA,2050,90,Carbonn2019;ClimateMayors;WeAreStillIn2019;GlobalCovenantofMayors2019;C40Cities2019;Under2Coalition2019;WeAreStillIn2019;CDPCities2018;NAZCA,"1,2,4",1,1798.258523,11.45363175,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITA,City,Averara,Italy,Europe,10.69,45.9893241,9.6313409,196,2011,2005,2901.17441,"The local authority focus the CO2 ruction actions on: 1) New regulation for building that lead to high quality new buildings and a series of incentives to refurbish the old ones. 2) Increasing the use renewable energy with woody biomass in district heating and cogeneration system and using the hydroeletric power. 3) The mobility actions are focused on the optimization of the actual system and the improving of public transport that include the construction of another tramway. One criticality point of the SEAP has been the poor answer of stakeholders, in the future it will be necessary to stimulate a more enlarged partecipation of all the stakeholders and the citizens.",97% below 2005 levels by 2020,2020,97,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,"1,4",1,18.33489242,14.80191026,Comunità Valle Brembana,Coordinator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITA,City,Averara,Italy,Europe,10.69,45.9893241,9.6313409,196,2011,2005,2901.17441,"The local authority focus the CO2 ruction actions on: 1) New regulation for building that lead to high quality new buildings and a series of incentives to refurbish the old ones. 2) Increasing the use renewable energy with woody biomass in district heating and cogeneration system and using the hydroeletric power. 3) The mobility actions are focused on the optimization of the actual system and the improving of public transport that include the construction of another tramway. One criticality point of the SEAP has been the poor answer of stakeholders, in the future it will be necessary to stimulate a more enlarged partecipation of all the stakeholders and the citizens.",97% below 2005 levels by 2020,2020,97,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,"1,4",1,18.33489242,14.80191026,Province of Bergamo,Coordinator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP,City,Balones,Spain,Europe,11.2,38.73666667,-0.343055556,139,2018,2007,634.2308,Our long-term goal is to make Beniardá a climate-neutral and climate-proof city by the year 2040.,100% below 2007 levels by Long term,Long term,100,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,"1,4",1,12.41071429,4.562811511,Province of Alicante,Coordinator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDA,City,Balti,Moldova,Eastern Europe and Central Asia,209.6596905,47.7584953,27.9113897,151000,2010,2015,314935.2085,"Based on collected and analyzed data, Municipality of Balti has a great perspective in GHG emission reduction.
A crucial element of the SE<U+0421>AP will be to strengthen community involvement, ongoing engagement with key stakeholders and partners, also great social impact will be achieved.
To increase the energy efficiency, to reduce operating costs and CO2 emissions for the public and private sector (buildings, companies, transportation, waste management systme, water supply management, waste waters management system, heating system).",87% below 2015 levels by Long term,Long term,87,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,"1,4",1,720.2147425,2.085663633,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDA,City,Balti,Moldova,Eastern Europe and Central Asia,209.6596905,47.7584953,27.9113897,151000,2010,2015,314935.2085,"Based on collected and analyzed data, Municipality of Balti has a great perspective in GHG emission reduction.
A crucial element of the SE<U+0421>AP will be to strengthen community involvement, ongoing engagement with key stakeholders and partners, also great social impact will be achieved.
To increase the energy efficiency, to reduce operating costs and CO2 emissions for the public and private sector (buildings, companies, transportation, waste management systme, water supply management, waste waters management system, heating system).",87% below 2015 levels by Long term,Long term,87,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,"1,4",1,720.2147425,2.085663633,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITA,City,Basso Sulcis,Italy,Europe,NA,39.1642466,8.5265281,20418,NA,2006,42648.61,"The Community of Basso Sulcis is highly aware of the environmental and economical risks connected to global warming. Therefore, it is believed that a new economic, social and environmental development should be achieved through the reduction of CO2 emissions. Environmental protection, proper land management and an intelligent use of energy, all contribute to the creation of a distinctive image of the area, from which the main economic actors can directly benefit.The analysis of energy consumption data, done for the base year 2006, shows a high incidence of the building sector and a predominant use of electricity as compared to fossil fuels. The sectors having the greatest impact on CO2 emissions are the residential (44.5%), industrial (31%) and tertiary (15%). The total CO2 emissions in 2006 amounted to 42,649 tons, almost entirely due to energy consumption in buildings / facilities / industries (98.5% of total emissions), 89% of which is electricity consumption and the remaining 11% is due to fossil fuels consumption. The SEAP comprises 49 actions that enable the community of Basso Sulcis to achieve - by year 2020 – an overall 90% reduction in CO2 emissions (38,764 tons per year) as compared to base year 2006.The main proposed actions fall in the following areas: energy production from renewable sources, sustainable mobility, energy efficiency of buildings and planning, waste, communication.",90% below 2006 levels by 2020,2020,90,GlobalCovenantofMayors2019;EUCovenantofMayors2019,"1,2,4",1,NA,2.0887751,Region of Sardinia,Coordinator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITA,City,Belvì,Italy,Europe,18.1,39.96666667,9.183333333,671,2017,2006,1065.878,"Four strategic points identify the main areas of intervention: 1. to encourage energy production from Renewable Energy Sources (RES); 2. to develop local resources by focusing on km0; 3. to promote sustainable mobility; 4. to focus on ecological administration. The majority of emissions derive from the residential sector, followed by the service sector and public lighting. As regards the public consumption,  the public lighting exceeds the consumption related to buildings, equipment and facilities. This requires a considerable effort for the administration to implement policies that involve private citizens, with a particular attention on their behavior in terms of energy consumption. Consequently, the vision of the administration for Belvì in the 2020 starts from investments for the exploitation of local resources to achieve autosustainability for  energy, the involvement of private initiatives, both upgrading the energy efficiency of private buildings and raising awareness of the community, from sustainable mobility to techniques of citizen involvement for the use of municipal services.",88% below 2006 levels by 2020,2020,88,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,"1,4",1,37.0718232,1.588491803,Region of Sardinia,Coordinator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP,City,Beniardà,Spain,Europe,15.74,38.68333333,-0.216666667,208,2018,2007,921.0151,Our long-term goal is to make Beniardá a climate-neutral and climate-proof city by the year 2040.,100% below 2007 levels by Long term,Long term,100,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,"1,4",1,13.21473952,4.427957212,Province of Alicante,Coordinator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,City,"Berkeley, CA",United States of America,North America,27.1171953,37.871667,-122.272778,122234,2010,2000,728425,Percent reduction target (%);  80,NA,2050,80,ClimateMayors;WeAreStillIn2019;Carbonn2019;WeAreStillIn2019;GlobalCovenantofMayors2019;NAZCA,"1,2,4",1,4507.619562,5.959266652,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,City,Berlin,Germany,Europe,NA,52.51666667,13.38888889,3440000,NA,1990,29300000,"Compared to the year 1990, emissions of carbon dioxide – the main greenhouse gas in the city – have already been cut by about one third. At 4.7 tonnes of carbon emissions (2015), emissions per capita are below the national average of 9.6 tonnes (2015). Berlin aims to make an even more significant contribution and to become climate neutral by 2050.",NA,2050,80,C40Cities2019;EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,"1, 2, 4",1,NA,8.51744186,"Climate Alliance, DE",Supporter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,City,Berlin,Germany,Europe,NA,52.51666667,13.38888889,3440000,NA,2005,23505650,"Berlin has been committed to climate protection since 1990s, and thus longer than most other German cities. In 2011, the Berlin Senate decided to set a more ambitious to goal for the city to become climate neutral by 2050, meaning a reduction of about 85 % compared to 1990 levels. This goal was legally enforced in the Berlin Turnaround Act in 2016.",95% below 2005 levels by Long term,Long term,95,C40Cities2019;EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,"1,2,4",1,NA,6.833037791,"Climate Alliance, DE",Supporter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,City,Berlin,Germany,Europe,NA,52.51666667,13.38888889,3440000,NA,1990,29300000,Does this target align with the global 1.5 - 2°C pathway set out in the Paris agreement? Yes - 2 °C,NA,2050,85,C40Cities2019;EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,NA,1,NA,8.51744186,"Climate Alliance, DE",Supporter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,City,Berlin,Germany,Europe,NA,52.51666667,13.38888889,3440000,NA,1990,29300000,"Yes - 1.5 °C; Political target as laid down in the Berlin Energy and Climate Action Program 2030.; action_description1: The Senate has decided to implement the ""Electricity Storage Directive Berlin"". A corresponding funding program will be launched after the summer break. The aim of the subsidy is to support the expansion of photovoltaics in Berlin and to increase the share of renewable energies in electricity consumption even in times of sun and wind. If you use a photovoltaic system in combination with a storage, a larger part of the generated electricity can be used on site.The subsidy will be € 300 per kilowatt hour of usable capacity of the electricity storage system. A maximum of € 15,000 per power storage system is granted. If the storage or the energy management system has a forecast-based operating strategy, a bonus of € 300 is added. Eligible applicants are private individuals as well as companies which have their residence or a branch in Berlin.;;action_description2: Waste prevention and high-quality waste recycling are also part of a climate-neutral Berlin. Therefore, the BEK supports the nationwide introduction of the bio bin by accompanying Kamapgenen. An information campaign ""Nachbarn werben Nachbarn"" in garden-rich neighborhoods was started at the beginning of May 2019. In addition, gastronomic establishments should be specifically advertised, food leftovers trimmed together and used.;;action_description3: Berlin’s administration aims to set a good example in climate-friendly behaviour for its citizens. Climate protection mainly comes down to reducing greenhouse gas emissions by cutting energy use and replacing fossil fuels with renewables. That is why the Berlin Energy Turnaround Act requires the central and district administrations to organise their work in a carbon-neutral manner by the year 2030. The legislation also requires the establishment of refurbishment roadmaps for public buildings, in which the building stock of the central and district administrations will be systematically documented, and the necessary energy-related refurbishment measures put into an expedient order of priority. By implementing these refurbishment roadmaps, public building stock will be comprehensively refurbished for energy efficiency by 2050.;;action_description4: The heating exchange program of the Senate Department for Environment, Transport and Climate Protection will support the replacement of oil heating systems with environmentally friendly and climate-friendly technology, preferably with renewable energies, such as heat pumps, wood pellet boilers or solar thermal energy. With the full impact of the program and switching to renewable energy alone, around 30,000 tonnes of CO2 emissions could be saved. The programm needs final approvment  and is meant to start in the course of 2019. Owners of residential buildings can in future apply for grants from IBB for the replacement of their old heating system with an energy-efficient and CO2-saving alternative. In addition, energy advice on building renovation and energy saving will be promoted. For the use of renewable energy additional financial incentives are set. For funding, the Senate provides for the dual budget 2020/2021 up to 6 million euros. This money could be used to promote the replacement of at least 1,200 heaters for renewable energy sources. At present there are around 66,000 oil heating systems in Berlin, and the consumption of heating oil in the housing sector is responsible for the emission of 1.2 million tonnes of CO2 (as of 2016) - that is a good 6% of the total Berlin CO emissions (20.1 million Tons, as of 2016).;;action_description5: This strategy includes inter alia the phase out of coal, which has been made legally binding with an amendment of the Berlin Energy Turnaround Act. The Berlin Senate is working to end energy production from hard coal by 2030 at the latest. Berlin's last remaining lignite-fired power plants were already decommissioned in 2017. To replace the coalfired power stations as they are closed down, gas-based CHP plants will be built which will generate both electricity and district or local heating.Further measures ensure that infrastructures are adapted in a forward-looking way, e.g. by lowering the temperature levels of heating networks and increasingly integrating thermal energy storage. District heating remains an important pillar but the gas network will retain its importance at least in the medium term. The long-term future of the gas network will depend largely on whether fossil natural gas is increasingly replaced by renewably generated gases and how district heating and the decentralised energy supply of buildings develop. (Text English broschure BEK) (u.a. E-1);;action_description6: Energetic district concepts are a central approach of the BEK 2030 in the area of <U+200B><U+200B>buildings and urban development. In May 2019, the new advisory and service center for energy-related district development funded by BEK funds will be available to support them.;;action_description7: With the joint project ZuHaus in Berlin, the Berlin Senate Department for the Environment, Transport and Climate Protection and the Consumer Center Berlin offer homeowners a free and provider-independent energy consultation in five Berlin districts.The energy consultants look at the heating and the building envelope during a home visit and recommend measures for energetic renovation such as heating exchange or insulation. They also analyze the energy consumption of electrical appliances and give tips on how to save energy.;;action_description8: A public energy utility has been founded in 2014 with a mandate to install renewable energy projects troughout the city, including on-site renewable energy generation. Public buildings will play a mayor role. A masterplan ""Solar city""-  which is in the pipeline - is meant to facilitate the expansion. Moreover, renewable energy gerenation run by tenants of buildings will be promoted.  (u.a. E 4 u. GeS 21);;action_description9: A variety of measures to make walking, cycling and public transport more attractive, including the adoption of a Berlin Mobility Act (u.a. V-1, V-3, V-4 und V-5). Berlin plans to become safer, more mobile and more climate-friendly. In a growing metropolis like Berlin, this can only succeed if the strengths of all forms of mobility – i.e. bus, rail, bicycle, car, pedestrian traffic – are taken into consideration. Ecomobility, i.e. pedestrian traffic, bicycles and public transport, has a particular role to play here because all these forms of mobility are very efficient in their use of space. The Berlin Mobility Act creates a basis in law which takes account of all interests. This is without precedent in Germany. It has been adpoted on July 5, 2018.;;action_description10: Within the framework of the ""fLotte Kommunal"" project, Spandau and Lichtenberg districts will set up ten rental stations for cargo bikes in the coming weeks, which can be hired free of charge there. Cargo bikes are not only practical but also sustainable means of transport and transportation. They are cheaper and more environmentally friendly than a motor vehicle and can even be up to six kilometers faster on inner-city distances. ""FLotte kommunal"" wants to make the freight bikes easily accessible at as many locations as possible in order to offer CO2-free bicycle rides as an alternative to private car rides. The project is part of a BEK 2030 measure to expand the sharing economy in Berlin and makes a not inconsiderable contribution to the achievement of Berlin's climate protection goals. The project is funded by the Berlin Energy and Climate Protection Program (BEK 2030) and will be expanded to other districts as well.",NA,2050,95,C40Cities2019;EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,"1,2,4",1,NA,8.51744186,"Climate Alliance, DE",Supporter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,City,"Blacksburg, VA",United States of America,North America,51.0746028,37.2296566,-80.4136766,44563,2017,1990,276411,"Do not know; We are undertaking an 80% reduction in community-wide emissions below 1990 levels by 2050. This equates to a goal of roughly 55,297 metric tonnes of CO2e by 2050. The sectors for which emissions were measured were: residential, commercial, industrial, municipal and transportation.  There are strategies addressing each of these sectors in the resulting plan.  There are a handful of additional sectors that were included in the plan even though they were not part of our initial GHG inventory.  These include: food, waste & recycling, land use, and clean energy.",NA,2050,80,GlobalCovenantofMayors2019;Carbonn2019;CDPCities2018;ClimateMayors;NAZCA,"1,2,4",1,872.508009,6.202701793,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,City,"Blacksburg, VA",United States of America,North America,51.0746028,37.2296566,-80.4136766,44563,2017,2017,NA,In 2017 Blacksburg passed a resolution to have zero emissions by 2050 to simplify the complexity derived from establishing baselines/ years.,NA,2050,100,GlobalCovenantofMayors2019;Carbonn2019;CDPCities2018;ClimateMayors;NAZCA,"1,2,4",1,872.508009,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,City,"Boston, MA",United States of America,North America,232.1408037,42.358056,-71.063611,673184,2010,2005,7653810,"Our goal was originally 80% by 2050, but was increase to carbon neutrality by 2050.This percent reduction is a tentative estimate, pending final inventory update and release later in 2018.",NA,2050,100,ClimateMayors;WeAreStillIn2019;CDPCities2018;C40Cities2019;GlobalCovenantofMayors2019;Carbonn2019;WeAreStillIn2019;NAZCA,"1,4",1,2899.89519,11.36956612,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWE,City,Botkyrka,Sweden,Europe,NA,59.1565469,17.86017305,87000,2019,1990,279276.9,"Botkyrkas Long Term Vision for a Sustainable development is based on the framework of the Aalborg commitments. 
Concerning CO2 reductions, our main priority areas are energy efficiency in buildings, public procurement and sustainable urban planning. 
The main trends are that CO2 emissions are decreasing per capita, not including consumption from import. The biggest challenge is to retrofit existing buildings as energy efficient as possible at an acceptable cost for the tenants. Another challenge is to influence decrease of emissions from traffic. The target for emissions from transport emitted within the local administration is a fossil fuel free organisation.",80% below 1990 levels by Long term,Long term,80,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,"1,2,4",1,NA,3.21007931,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,City,"Boulder, CO",United States of America,North America,64.3353516,40.015,-105.2705556,105112,2016,2005,NA,"action_description_1: First in the nation to pass a Climate Action Plan (CAP) tax to fund initiatives to reduce GHG emissions ;; action_description_2: Completed baseline GHG Inventory, and ones in 2010 and 2012. Starting in 2015, performing annual inventories. ;; action_description_3: City facilities have saved more than 20% to date in emissions through a performance contract initiated in 2009 ;; action_description_4: In 2010, the city adopted the SmartRegs ordinance to help promote and improve energy efficiency in rental housing units ;; action_description_5: An accelerated Net-Zero Energy Code, adopted in 2013, requires new and remodeled residential and commercial buildings to meet net-zero energy by 2031 ;; action_description_6: Achieved Solar Friendly Community Platinum designation in 2014 and introduced the Boulder Solar Tool (http://mapdwell.com/boulder) in 2015 to aid the community’s understanding of individual building and aggregated urban rooftop solar PV potential ;; action_description_7: The Universal Zero Waste Ordinance was adopted in July 2015 ;; action_description_8: The Building Performance Ordinance was adopted in October 2015, requiring all large commercial and industrial buildings to rate and report their energy use and perform energy efficiency over time. 100% compliance rate over the first two years. ;; action_description_9: Recently developed a Local Energy Impact Offset fund ;; action_description_10: Adopted the 2017 City of Boulder Energy Conservation Code, among the most stringent energy code in the country ;; action_description_11: Boulder launched a community-wide engagement process around climate commitment strategy that will extend through Q1 of 2016;;80% reduction in community-wide GHG emissions by 2050, below 2005 baseline",NA,2050,80,WeAreStillIn2019;ClimateMayors;WeAreStillIn2019;Carbonn2019;Under2Coalition2019;GlobalCovenantofMayors2019;CDPCities2018;NAZCA,"1,2,4",1,1633.814029,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,City,"Boulder, CO",United States of America,North America,64.3353516,40.015,-105.2705556,105112,2016,NA,NA,"action_description_1: First in the nation to pass a Climate Action Plan (CAP) tax to fund initiatives to reduce GHG emissions ;; action_description_2: Completed baseline GHG Inventory, and ones in 2010 and 2012. Starting in 2015, performing annual inventories. ;; action_description_3: City facilities have saved more than 20% to date in emissions through a performance contract initiated in 2009 ;; action_description_4: In 2010, the city adopted the SmartRegs ordinance to help promote and improve energy efficiency in rental housing units ;; action_description_5: An accelerated Net-Zero Energy Code, adopted in 2013, requires new and remodeled residential and commercial buildings to meet net-zero energy by 2031 ;; action_description_6: Achieved Solar Friendly Community Platinum designation in 2014 and introduced the Boulder Solar Tool (http://mapdwell.com/boulder) in 2015 to aid the community’s understanding of individual building and aggregated urban rooftop solar PV potential ;; action_description_7: The Universal Zero Waste Ordinance was adopted in July 2015 ;; action_description_8: The Building Performance Ordinance was adopted in October 2015, requiring all large commercial and industrial buildings to rate and report their energy use and perform energy efficiency over time. 100% compliance rate over the first two years. ;; action_description_9: Recently developed a Local Energy Impact Offset fund ;; action_description_10: Adopted the 2017 City of Boulder Energy Conservation Code, among the most stringent energy code in the country ;; action_description_11: Boulder launched a community-wide engagement process around climate commitment strategy that will extend through Q1 of 2016;;100% clean, renewable electricity by 2030",NA,2030,100,WeAreStillIn2019;ClimateMayors;WeAreStillIn2019;Carbonn2019;Under2Coalition2019;GlobalCovenantofMayors2019;CDPCities2018;NAZCA,"1,2,4",1,1633.814029,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,City,"Boulder, CO",United States of America,North America,64.3353516,40.015,-105.2705556,105112,2016,2008,NA,"action_description_1: First in the nation to pass a Climate Action Plan (CAP) tax to fund initiatives to reduce GHG emissions ;; action_description_2: Completed baseline GHG Inventory, and ones in 2010 and 2012. Starting in 2015, performing annual inventories. ;; action_description_3: City facilities have saved more than 20% to date in emissions through a performance contract initiated in 2009 ;; action_description_4: In 2010, the city adopted the SmartRegs ordinance to help promote and improve energy efficiency in rental housing units ;; action_description_5: An accelerated Net-Zero Energy Code, adopted in 2013, requires new and remodeled residential and commercial buildings to meet net-zero energy by 2031 ;; action_description_6: Achieved Solar Friendly Community Platinum designation in 2014 and introduced the Boulder Solar Tool (http://mapdwell.com/boulder) in 2015 to aid the community’s understanding of individual building and aggregated urban rooftop solar PV potential ;; action_description_7: The Universal Zero Waste Ordinance was adopted in July 2015 ;; action_description_8: The Building Performance Ordinance was adopted in October 2015, requiring all large commercial and industrial buildings to rate and report their energy use and perform energy efficiency over time. 100% compliance rate over the first two years. ;; action_description_9: Recently developed a Local Energy Impact Offset fund ;; action_description_10: Adopted the 2017 City of Boulder Energy Conservation Code, among the most stringent energy code in the country ;; action_description_11: Boulder launched a community-wide engagement process around climate commitment strategy that will extend through Q1 of 2016;;80% reduction in city operation GHG emissions by 2030, below 2008 baseline",NA,2030,80,WeAreStillIn2019;ClimateMayors;WeAreStillIn2019;Carbonn2019;Under2Coalition2019;GlobalCovenantofMayors2019;CDPCities2018;NAZCA,"1,2,4",1,1633.814029,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITA,City,Bracca,Italy,Europe,5.47,45.81666667,9.716666667,755,2004,2005,3229.494,"The local authority focus the CO2 ruction actions on: 1) New regulation for building that lead to high quality new buildings and a series of incentives to refurbish the old ones. 2) Increasing the use renewable energy with woody biomass in district heating and cogeneration system and using the hydroeletric power. 3) The mobility actions are focused on the optimization of the actual system and the improving of public transport that include the construction of another tramway. One criticality point of the SEAP has been the poor answer of stakeholders, in the future it will be necessary to stimulate a more enlarged partecipation of all the stakeholders and the citizens.",87% below 2005 levels by 2020,2020,87,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,"1,4",1,138.0255941,4.277475497,Comunità Valle Brembana,Coordinator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
